Date,Main_x,Start,End,InBed hrs,Asleep hrs,Awake,REM hrs,Light hrs,Deep hrs,Wake Count,Efficiency,Fall Asleep,Data Source,Main_y,Start_Nap,End_Nap,Asleep_Nap,Data Source Nap,Overnight HRV,Baseline,7d Avg,Stress,RHR,Stress_sleep
2026-05-11,True,22:43,06:07,7.41,6.41,60,0.9,4.62,0.88,7.0,87%,4.0,Synthetic,False,13:01,13:35,34.0,Synthetic,40.0,35ms - 45ms,50.0,33.0,54.0,17.0
2026-05-12,True,21:46,04:36,6.84,6.03,49,1.14,3.99,0.89,3.0,88%,11.0,Synthetic,False,13:34,13:56,22.0,Synthetic,50.0,45ms - 55ms,50.0,28.0,57.0,17.0
2026-05-13,True,23:32,07:30,7.96,6.99,58,1.11,4.53,1.35,1.0,88%,10.0,Synthetic,,,,,,51.0,46ms - 56ms,51.0,24.0,52.0,10.0
2026-05-14,True,23:09,06:44,7.59,6.48,67,1.31,4.16,1.0,2.0,85%,23.0,Synthetic,,,,,,42.0,37ms - 47ms,50.0,28.0,55.0,11.0
2026-05-15,True,22:49,05:36,6.79,6.1,41,1.09,4.06,0.95,2.0,90%,9.0,Synthetic,,,,,,41.0,36ms - 46ms,48.0,38.0,58.0,20.0
2026-05-16,True,22:26,05:48,7.37,6.6,46,1.43,4.35,0.81,2.0,90%,12.0,Synthetic,,,,,,50.0,45ms - 55ms,46.0,37.0,61.0,19.0
2026-05-17,True,22:09,05:03,6.9,6.69,13,1.67,3.59,1.43,1.0,97%,7.0,Synthetic,,,,,,54.0,49ms - 59ms,47.0,8.0,55.0,16.0
2026-05-18,True,23:08,05:42,6.57,6.02,33,1.22,3.76,1.04,2.0,92%,81.0,Synthetic,,,,,,46.0,41ms - 51ms,48.0,26.0,56.0,19.0
2026-05-19,True,23:56,07:46,7.83,7.41,25,1.51,4.65,1.26,2.0,95%,5.0,Synthetic,,,,,,47.0,42ms - 52ms,47.0,26.0,52.0,14.0
2026-05-20,True,23:07,06:19,7.2,6.8,24,1.48,4.1,1.21,3.0,94%,12.0,Synthetic,,,,,,46.0,41ms - 51ms,47.0,26.0,53.0,11.0
2026-05-21,True,22:12,04:28,6.28,5.88,24,1.14,3.92,0.82,2.0,94%,18.0,Synthetic,,,,,,55.0,50ms - 60ms,48.0,29.0,56.0,10.0
2026-05-22,True,23:08,06:50,7.71,6.99,43,1.35,4.4,1.24,3.0,91%,9.0,Synthetic,,,,,,43.0,38ms - 48ms,49.0,33.0,56.0,15.0
2026-05-23,True,22:58,06:14,7.27,6.77,30,1.46,4.28,1.03,2.0,93%,0.0,Synthetic,,,,,,40.0,35ms - 45ms,47.0,30.0,55.0,19.0
2026-05-24,True,23:30,07:10,7.65,6.97,41,1.43,4.34,1.2,5.0,91%,16.0,Synthetic,False,13:23,13:35,12.0,Synthetic,56.0,51ms - 61ms,48.0,21.0,54.0,14.0
2026-05-25,True,23:21,06:29,7.14,6.87,16,1.65,4.04,1.18,1.0,96%,11.0,Synthetic,False,12:35,12:52,17.0,Synthetic,56.0,51ms - 61ms,49.0,20.0,49.0,3.0
2026-05-26,True,21:15,06:28,9.21,8.41,48,2.15,4.68,1.57,0.0,91%,0.0,Synthetic,False,12:39,13:22,43.0,Synthetic,65.0,60ms - 70ms,52.0,20.0,46.0,4.0
2026-05-27,True,23:19,07:47,8.46,8.37,5,1.96,4.66,1.76,1.0,99%,15.0,Synthetic,False,14:37,14:49,12.0,Synthetic,73.0,68ms - 78ms,55.0,8.0,41.0,11.0
2026-05-28,True,22:25,07:47,9.38,9.13,15,2.38,4.93,1.82,0.0,97%,6.0,Synthetic,,,,,,63.0,58ms - 68ms,57.0,14.0,48.0,7.0
2026-05-29,True,22:10,06:54,8.73,8.64,5,2.34,4.43,1.87,0.0,99%,24.0,Synthetic,False,12:06,12:43,37.0,Synthetic,71.0,66ms - 76ms,61.0,10.0,48.0,1.0
2026-05-30,True,22:53,07:48,8.91,8.39,31,2.12,4.59,1.68,1.0,94%,1.0,Synthetic,,,,,,71.0,66ms - 76ms,65.0,20.0,47.0,15.0
2026-05-31,True,23:14,07:46,8.53,8.13,24,1.92,4.52,1.69,0.0,95%,10.0,Synthetic,,,,,,74.0,69ms - 79ms,68.0,10.0,49.0,6.0
2026-06-01,True,22:03,06:34,8.53,8.13,24,1.77,4.88,1.48,1.0,95%,6.0,Synthetic,,,,,,68.0,63ms - 73ms,69.0,22.0,46.0,11.0
2026-06-02,True,23:25,07:25,8.0,7.87,8,1.71,4.45,1.71,0.0,98%,1.0,Synthetic,,,,,,57.0,52ms - 62ms,68.0,26.0,50.0,12.0
2026-06-03,True,23:27,07:47,8.33,7.73,36,1.72,4.87,1.14,2.0,93%,39.0,Synthetic,,,,,,57.0,52ms - 62ms,66.0,25.0,50.0,12.0
2026-06-04,True,23:02,06:32,7.5,7.3,12,1.51,4.32,1.48,0.0,97%,12.0,Synthetic,,,,,,56.0,51ms - 61ms,65.0,19.0,49.0,8.0
2026-06-05,True,22:30,06:10,7.68,6.75,56,1.44,4.02,1.28,0.0,88%,8.0,Synthetic,,,,,,57.0,52ms - 62ms,63.0,26.0,56.0,24.0
2026-06-06,True,22:26,06:11,7.75,7.08,40,1.35,4.59,1.14,1.0,91%,28.0,Synthetic,,,,,,51.0,46ms - 56ms,60.0,22.0,52.0,17.0
2026-06-07,True,23:36,07:42,8.1,7.52,35,1.57,4.39,1.56,2.0,93%,11.0,Synthetic,,,,,,58.0,53ms - 63ms,58.0,29.0,49.0,17.0
2026-06-08,True,22:07,06:29,8.36,8.28,5,1.91,4.73,1.64,1.0,99%,19.0,Synthetic,,,,,,58.0,53ms - 63ms,56.0,21.0,46.0,13.0
2026-06-09,True,23:37,07:19,7.69,7.54,9,2.13,3.88,1.53,1.0,98%,11.0,Synthetic,,,,,,71.0,66ms - 76ms,58.0,19.0,45.0,5.0
2026-06-10,True,22:54,07:17,8.38,8.08,18,1.83,4.61,1.63,0.0,96%,10.0,Synthetic,,,,,,73.0,68ms - 78ms,61.0,6.0,46.0,11.0
2026-06-11,True,22:57,07:42,8.76,8.35,25,2.31,4.39,1.64,0.0,95%,20.0,Synthetic,,,,,,66.0,61ms - 71ms,62.0,7.0,50.0,3.0
2026-06-12,True,22:00,05:54,7.9,7.15,45,1.56,4.36,1.22,2.0,91%,1.0,Synthetic,,,,,,52.0,47ms - 57ms,61.0,35.0,55.0,14.0
2026-06-13,True,22:55,06:46,7.84,7.61,14,1.68,4.57,1.36,2.0,97%,11.0,Synthetic,,,,,,56.0,51ms - 61ms,62.0,24.0,48.0,7.0
2026-06-14,True,23:21,05:50,6.47,5.68,47,1.13,3.48,1.07,2.0,88%,57.0,Synthetic,,,,,,50.0,45ms - 55ms,61.0,27.0,59.0,9.0
2026-06-15,True,22:13,05:26,7.21,6.24,58,1.27,3.97,1.0,2.0,87%,3.0,Synthetic,,,,,,44.0,39ms - 49ms,59.0,39.0,59.0,19.0
2026-06-16,True,23:17,06:28,7.17,7.0,10,1.51,4.36,1.13,2.0,98%,32.0,Synthetic,,,,,,56.0,51ms - 61ms,57.0,24.0,47.0,9.0
2026-06-17,True,23:03,05:58,6.92,6.48,26,1.68,3.53,1.28,0.0,94%,5.0,Synthetic,,,,,,62.0,57ms - 67ms,55.0,23.0,49.0,3.0
2026-06-18,True,22:37,05:57,7.32,6.69,38,1.34,4.1,1.25,1.0,91%,38.0,Synthetic,,,,,,53.0,48ms - 58ms,53.0,25.0,56.0,16.0
2026-06-19,True,23:30,06:28,6.97,6.31,40,1.41,3.82,1.09,3.0,90%,3.0,Synthetic,,,,,,41.0,36ms - 46ms,52.0,29.0,57.0,25.0
2026-06-20,True,21:43,04:46,7.06,6.76,18,1.26,4.3,1.19,1.0,96%,9.0,Synthetic,,,,,,45.0,40ms - 50ms,50.0,28.0,52.0,21.0
2026-06-21,True,23:12,06:54,7.7,6.95,45,1.28,4.64,1.02,0.0,90%,16.0,Synthetic,,,,,,42.0,37ms - 47ms,49.0,27.0,59.0,18.0
2026-06-22,True,23:57,07:00,7.05,6.27,47,0.99,4.45,0.83,3.0,89%,71.0,Synthetic,,,,,,45.0,40ms - 50ms,49.0,35.0,53.0,19.0
2026-06-23,True,23:50,06:48,6.95,6.25,42,1.29,4.07,0.89,6.0,90%,5.0,Synthetic,,,,,,52.0,47ms - 57ms,49.0,32.0,55.0,20.0
2026-06-24,True,23:14,06:53,7.66,7.26,24,1.79,4.39,1.07,1.0,95%,26.0,Synthetic,,,,,,58.0,53ms - 63ms,48.0,33.0,54.0,17.0
2026-06-25,True,22:49,07:08,8.31,7.94,22,1.76,4.72,1.46,1.0,96%,8.0,Synthetic,,,,,,59.0,54ms - 64ms,49.0,22.0,50.0,10.0
2026-06-26,True,22:38,05:28,6.84,6.02,49,1.09,4.02,0.91,5.0,88%,29.0,Synthetic,False,13:01,13:13,12.0,Synthetic,44.0,39ms - 49ms,49.0,22.0,56.0,19.0
2026-06-27,True,22:49,05:59,7.16,6.36,48,1.09,4.3,0.97,2.0,89%,19.0,Synthetic,,,,,,44.0,39ms - 49ms,49.0,30.0,58.0,18.0
2026-06-28,True,23:19,07:04,7.75,7.15,36,1.41,4.91,0.82,3.0,92%,2.0,Synthetic,,,,,,48.0,43ms - 53ms,50.0,42.0,57.0,18.0
2026-06-29,True,22:32,06:03,7.52,7.02,30,1.24,4.73,1.05,1.0,93%,14.0,Synthetic,,,,,,49.0,44ms - 54ms,51.0,30.0,56.0,13.0
2026-06-30,True,23:27,07:51,8.41,8.04,22,1.74,4.66,1.64,0.0,96%,3.0,Synthetic,,,,,,58.0,53ms - 63ms,51.0,14.0,50.0,9.0
2026-07-01,True,00:15,07:19,7.07,6.74,20,1.36,4.38,1.0,0.0,95%,6.0,Synthetic,False,13:58,14:27,29.0,Synthetic,48.0,43ms - 53ms,50.0,33.0,58.0,22.0
2026-07-02,True,22:58,06:45,7.78,6.93,51,1.53,4.27,1.13,2.0,89%,15.0,Synthetic,,,,,,45.0,40ms - 50ms,48.0,28.0,58.0,22.0
2026-07-03,True,22:13,05:22,7.15,6.53,37,1.77,3.84,0.92,4.0,91%,4.0,Synthetic,,,,,,53.0,48ms - 58ms,49.0,21.0,54.0,17.0
2026-07-04,True,22:13,05:28,7.25,6.4,51,1.09,4.17,1.14,1.0,88%,49.0,Synthetic,,,,,,43.0,38ms - 48ms,49.0,33.0,58.0,26.0
2026-07-05,True,23:27,07:17,7.83,7.1,44,1.73,4.16,1.21,5.0,91%,11.0,Synthetic,,,,,,55.0,50ms - 60ms,50.0,25.0,52.0,12.0
2026-07-06,True,22:58,05:51,6.88,6.76,7,1.51,4.03,1.22,4.0,98%,14.0,Synthetic,,,,,,58.0,53ms - 63ms,51.0,14.0,48.0,19.0
2026-07-07,True,23:31,06:28,6.96,6.88,5,1.54,3.8,1.54,1.0,99%,14.0,Synthetic,,,,,,60.0,55ms - 65ms,52.0,14.0,47.0,13.0
2026-07-08,True,22:41,06:49,8.12,7.52,36,1.67,4.36,1.48,1.0,93%,9.0,Synthetic,,,,,,55.0,50ms - 60ms,53.0,25.0,51.0,26.0
2026-07-09,True,23:29,07:15,7.77,7.34,26,1.66,4.39,1.29,1.0,94%,8.0,Synthetic,False,13:42,14:10,28.0,Synthetic,56.0,51ms - 61ms,54.0,19.0,51.0,6.0
2026-07-10,True,22:54,06:37,7.7,7.34,22,1.74,4.28,1.32,0.0,95%,18.0,Synthetic,,,,,,65.0,60ms - 70ms,56.0,19.0,52.0,6.0
2026-07-11,True,22:34,06:30,7.92,7.64,17,1.7,4.55,1.38,0.0,96%,36.0,Synthetic,,,,,,64.0,59ms - 69ms,59.0,13.0,49.0,11.0
2026-07-12,True,22:46,07:24,8.64,8.11,32,1.64,4.92,1.55,2.0,94%,25.0,Synthetic,,,,,,57.0,52ms - 62ms,59.0,23.0,52.0,12.0
2026-07-13,True,22:18,05:26,7.13,6.53,36,1.25,4.1,1.18,0.0,92%,4.0,Synthetic,,,,,,60.0,55ms - 65ms,60.0,14.0,52.0,18.0
2026-07-14,True,00:10,07:15,7.09,6.41,41,1.44,3.93,1.04,1.0,90%,40.0,Synthetic,,,,,,49.0,44ms - 54ms,58.0,34.0,53.0,11.0
2026-07-15,True,22:57,06:06,7.16,6.61,33,1.33,4.0,1.29,3.0,92%,22.0,Synthetic,,,,,,49.0,44ms - 54ms,57.0,18.0,55.0,18.0
2026-07-16,True,23:23,07:13,7.85,7.65,12,1.49,4.9,1.26,1.0,97%,39.0,Synthetic,,,,,,46.0,41ms - 51ms,56.0,22.0,53.0,19.0
2026-07-17,True,22:41,06:42,8.02,7.3,43,1.55,4.21,1.53,4.0,91%,8.0,Synthetic,,,,,,58.0,53ms - 63ms,55.0,27.0,56.0,16.0
2026-07-18,True,22:23,06:57,8.56,7.89,40,1.9,4.54,1.45,2.0,92%,40.0,Synthetic,,,,,,64.0,59ms - 69ms,55.0,29.0,51.0,7.0
2026-07-19,True,22:52,06:06,7.23,6.48,45,1.36,3.82,1.3,2.0,90%,4.0,Synthetic,,,,,,52.0,47ms - 57ms,54.0,29.0,51.0,20.0
2026-07-20,True,23:39,06:34,6.92,6.47,27,1.23,4.12,1.12,3.0,94%,29.0,Synthetic,,,,,,58.0,53ms - 63ms,54.0,30.0,54.0,20.0
